name,value,date,cover,leiji
Jiangxi,106,2020/1/29,3,109
Jiangxi,157,2020/1/30,5,162
Jiangxi,233,2020/1/31,7,240
Jiangxi,277,2020/2/1,9,286
Jiangxi,321,2020/2/2,12,333
Jiangxi,373,2020/2/3,18,391
Jiangxi,456,2020/2/4,20,476
Jiangxi,521,2020/2/5,27,548
Jiangxi,563,2020/2/6,37,600
Jiangxi,616,2020/2/7,45,661
Jiangxi,643,2020/2/8,55,698
Jiangxi,667,2020/2/9,73,740
Jiangxi,666,2020/2/10,105,771
Jiangxi,676,2020/2/11,128,804
Jiangxi,692,2020/2/12,152,844
Jiangxi,702,2020/2/13,170,872
Jiangxi,713,2020/2/14,187,900
Jiangxi,703,2020/2/15,210,913
Jiangxi,685,2020/2/16,240,925
Jiangxi,655,2020/2/17,275,930
Jiangxi,623,2020/2/18,310,933
Jiangxi,572,2020/2/19,362,934
Jiangxi,501,2020/2/20,433,934
Jiangxi,445,2020/2/21,489,934
Jiangxi,379,2020/2/22,555,934
Jiangxi,321,2020/2/23,613,934
Jiangxi,289,2020/2/24,645,934
Jiangxi,251,2020/2/25,683,934
Jiangxi,215,2020/2/26,719,934
Jiangxi,180,2020/2/27,754,934
Jiangxi,145,2020/2/28,790,935
Jiangxi,124,2020/2/29,811,935
Jiangxi,104,2020/3/1,831,935
Jiangxi,85,2020/3/2,850,935
Jiangxi,65,2020/3/3,870,935
Jiangxi,51,2020/3/4,884,935
Jiangxi,34,2020/3/5,901,935
Jiangxi,26,2020/3/6,909,935
Jiangxi,19,2020/3/7,916,935
Jiangxi,16,2020/3/8,919,935
Jiangxi,12,2020/3/9,923,935
Jiangxi,8,2020/3/10,927,935
Jiangxi,3,2020/3/11,932,935
Jiangxi,1,2020/3/12,934,935
Jiangxi,1,2020/3/13,934,935
Jiangxi,1,2020/3/14,934,935
Jiangxi,1,2020/3/15,934,935
Jiangxi,1,2020/3/16,934,935
Jiangxi,1,2020/3/17,934,935
Jiangxi,1,2020/3/18,934,935
Jiangxi,1,2020/3/19,934,935
Jiangxi,1,2020/3/20,934,935
Jiangxi,1,2020/3/21,934,935
Jiangxi,2,2020/3/22,934,936
Jiangxi,2,2020/3/23,934,936
Jiangxi,2,2020/3/24,934,936
Jiangxi,2,2020/3/25,934,936
Jiangxi,2,2020/3/26,934,936
Jiangxi,2,2020/3/27,934,936
Jiangxi,2,2020/3/28,934,936
Jiangxi,3,2020/3/29,934,937
Jiangxi,2,2020/3/30,935,937
Jiangxi,2,2020/3/31,935,937
Jiangxi,2,2020/4/1,935,937
Jiangxi,2,2020/4/2,935,937
Jiangxi,2,2020/4/3,935,937
Jiangxi,2,2020/4/4,935,937
Jiangxi,2,2020/4/5,935,937
Jiangxi,2,2020/4/6,935,937
Jiangxi,2,2020/4/7,935,937
Jiangxi,2,2020/4/8,935,937
Jiangxi,2,2020/4/9,935,937
Jiangxi,1,2020/4/10,936,937
Jiangxi,1,2020/4/11,936,937
Jiangxi,1,2020/4/12,936,937
Jiangxi,1,2020/4/13,936,937
Jiangxi,1,2020/4/14,936,937
Jiangxi,1,2020/4/15,936,937
Jiangxi,1,2020/4/16,936,937
Jiangxi,1,2020/4/17,936,937
Jiangxi,1,2020/4/18,936,937
Jiangxi,1,2020/4/19,936,937
Jiangxi,1,2020/4/20,936,937
Jiangxi,1,2020/4/21,936,937
Jilin,0,2020/1/22,0,0
Jilin,1,2020/1/23,0,1
Jilin,3,2020/1/24,0,3
Jilin,4,2020/1/25,0,4
Jilin,4,2020/1/26,0,4
Jilin,6,2020/1/27,0,6
Jilin,8,2020/1/28,0,8
Jilin,9,2020/1/29,0,9
Jilin,13,2020/1/30,1,14
Jilin,13,2020/1/31,1,14
Jilin,16,2020/2/1,1,17
Jilin,22,2020/2/2,1,23
Jilin,30,2020/2/3,1,31
Jilin,41,2020/2/4,1,42
Jilin,52,2020/2/5,2,54
Jilin,55,2020/2/6,4,59
Jilin,61,2020/2/7,4,65
Jilin,65,2020/2/8,4,69
Jilin,66,2020/2/9,12,78
Jilin,67,2020/2/10,13,80
Jilin,63,2020/2/11,18,81
Jilin,61,2020/2/12,22,83
Jilin,60,2020/2/13,24,84
Jilin,61,2020/2/14,25,86
Jilin,62,2020/2/15,26,88
Jilin,59,2020/2/16,30,89
Jilin,55,2020/2/17,34,89
Jilin,53,2020/2/18,36,89
Jilin,53,2020/2/19,37,90
Jilin,48,2020/2/20,43,91
Jilin,46,2020/2/21,45,91
Jilin,39,2020/2/22,52,91
Jilin,37,2020/2/23,54,91
Jilin,33,2020/2/24,60,93
Jilin,30,2020/2/25,63,93
Jilin,28,2020/2/26,65,93
Jilin,26,2020/2/27,67,93
Jilin,20,2020/2/28,73,93
Jilin,18,2020/2/29,75,93
Jilin,15,2020/3/1,78,93
Jilin,10,2020/3/2,83,93
Jilin,10,2020/3/3,83,93
Jilin,7,2020/3/4,86,93
Jilin,5,2020/3/5,88,93
Jilin,3,2020/3/6,90,93
Jilin,3,2020/3/7,90,93
Jilin,3,2020/3/8,90,93
Jilin,2,2020/3/9,91,93
Jilin,2,2020/3/10,91,93
Jilin,2,2020/3/11,91,93
Jilin,2,2020/3/12,91,93
Jilin,2,2020/3/13,91,93
Jilin,2,2020/3/14,91,93
Jilin,2,2020/3/15,91,93
Jilin,1,2020/3/16,92,93
Jilin,1,2020/3/17,92,93
Jilin,1,2020/3/18,92,93
Jilin,1,2020/3/19,92,93
Jilin,1,2020/3/20,92,93
Jilin,1,2020/3/21,92,93
Jilin,1,2020/3/22,92,93
Jilin,1,2020/3/23,92,93
Jilin,1,2020/3/24,92,93
Jilin,2,2020/3/25,92,94
Jilin,3,2020/3/26,92,95
Jilin,3,2020/3/27,92,95
Jilin,5,2020/3/28,92,97
Jilin,6,2020/3/29,92,98
Jilin,6,2020/3/30,92,98
Jilin,6,2020/3/31,92,98
Jilin,6,2020/4/1,92,98
Jilin,6,2020/4/2,92,98
Jilin,6,2020/4/3,92,98
Jilin,6,2020/4/4,92,98
Jilin,6,2020/4/5,92,98
Jilin,6,2020/4/6,92,98
Jilin,6,2020/4/7,92,98
Jilin,5,2020/4/8,93,98
Jilin,5,2020/4/9,93,98
Jilin,3,2020/4/10,95,98
Jilin,2,2020/4/11,96,98
Jilin,3,2020/4/12,96,99
Jilin,4,2020/4/13,96,100
Jilin,4,2020/4/14,96,100
Jilin,6,2020/4/15,96,102
Jilin,6,2020/4/16,96,102
Jilin,5,2020/4/17,97,102
Jilin,5,2020/4/18,97,102
Jilin,7,2020/4/19,97,104
Jilin,7,2020/4/20,97,104
Jilin,9,2020/4/21,97,106
Liaoning,2,2020/1/22,0,2
Liaoning,3,2020/1/23,0,3
Liaoning,4,2020/1/24,0,4
Liaoning,17,2020/1/25,0,17
Liaoning,21,2020/1/26,0,21
Liaoning,27,2020/1/27,0,27
Liaoning,34,2020/1/28,0,34
Liaoning,38,2020/1/29,1,39
Liaoning,40,2020/1/30,1,41
Liaoning,47,2020/1/31,1,48
Liaoning,63,2020/2/1,1,64
Liaoning,69,2020/2/2,1,70
Liaoning,73,2020/2/3,1,74
Liaoning,79,2020/2/4,2,81
Liaoning,85,2020/2/5,4,89
Liaoning,89,2020/2/6,5,94
Liaoning,92,2020/2/7,7,99
Liaoning,97,2020/2/8,8,105
Liaoning,95,2020/2/9,12,107
Liaoning,95,2020/2/10,13,108
Liaoning,92,2020/2/11,19,111
Liaoning,96,2020/2/12,20,116
Liaoning,95,2020/2/13,22,117
Liaoning,90,2020/2/14,29,119
Liaoning,88,2020/2/15,31,119
Liaoning,81,2020/2/16,40,121
Liaoning,78,2020/2/17,43,121
Liaoning,68,2020/2/18,53,121
Liaoning,66,2020/2/19,55,121
Liaoning,62,2020/2/20,59,121
Liaoning,60,2020/2/21,61,121
Liaoning,55,2020/2/22,66,121
Liaoning,48,2020/2/23,73,121
Liaoning,41,2020/2/24,80,121
Liaoning,38,2020/2/25,83,121
Liaoning,33,2020/2/26,88,121
Liaoning,28,2020/2/27,93,121
Liaoning,28,2020/2/28,93,121
Liaoning,25,2020/2/29,96,121
Liaoning,19,2020/3/1,103,122
Liaoning,19,2020/3/2,103,122
Liaoning,19,2020/3/3,106,125
Liaoning,19,2020/3/4,106,125
Liaoning,19,2020/3/5,106,125
Liaoning,19,2020/3/6,106,125
Liaoning,18,2020/3/7,107,125
Liaoning,16,2020/3/8,109,125
Liaoning,16,2020/3/9,109,125
Liaoning,14,2020/3/10,111,125
Liaoning,14,2020/3/11,111,125
Liaoning,13,2020/3/12,112,125
Liaoning,13,2020/3/13,112,125
Liaoning,12,2020/3/14,113,125
Liaoning,11,2020/3/15,114,125
Liaoning,10,2020/3/16,115,125
Liaoning,5,2020/3/17,120,125
Liaoning,3,2020/3/18,122,125
Liaoning,3,2020/3/19,122,125
Liaoning,4,2020/3/20,122,126
Liaoning,4,2020/3/21,122,126
Liaoning,3,2020/3/22,124,127
Liaoning,3,2020/3/23,124,127
Liaoning,3,2020/3/24,124,127
Liaoning,3,2020/3/25,124,127
Liaoning,4,2020/3/26,124,128
Liaoning,4,2020/3/27,124,128
Liaoning,8,2020/3/28,124,132
Liaoning,10,2020/3/29,124,134
Liaoning,12,2020/3/30,124,136
Liaoning,15,2020/3/31,124,139
Liaoning,16,2020/4/1,124,140
Liaoning,17,2020/4/2,124,141
Liaoning,17,2020/4/3,124,141
Liaoning,16,2020/4/4,125,141
Liaoning,16,2020/4/5,126,142
Liaoning,14,2020/4/6,128,142
Liaoning,14,2020/4/7,130,144
Liaoning,13,2020/4/8,131,144
Liaoning,12,2020/4/9,132,144
Liaoning,12,2020/4/10,132,144
Liaoning,12,2020/4/11,133,145
Liaoning,9,2020/4/12,136,145
Liaoning,9,2020/4/13,136,145
Liaoning,7,2020/4/14,138,145
Liaoning,7,2020/4/15,138,145
Liaoning,5,2020/4/16,140,145
Liaoning,6,2020/4/17,140,146
Liaoning,4,2020/4/18,142,146
Liaoning,4,2020/4/19,142,146
Liaoning,3,2020/4/20,143,146
Liaoning,3,2020/4/21,143,146
Macau,1,2020/1/22,0,1
Macau,2,2020/1/23,0,2
Macau,2,2020/1/24,0,2
Macau,2,2020/1/25,0,2
Macau,5,2020/1/26,0,5
Macau,6,2020/1/27,0,6
Macau,7,2020/1/28,0,7
Macau,7,2020/1/29,0,7
Macau,7,2020/1/30,0,7
Macau,7,2020/1/31,0,7
Macau,7,2020/2/1,0,7
Macau,8,2020/2/2,0,8
Macau,8,2020/2/3,0,8
Macau,10,2020/2/4,0,10
Macau,10,2020/2/5,0,10
Macau,9,2020/2/6,1,10
Macau,9,2020/2/7,1,10
Macau,9,2020/2/8,1,10
Macau,9,2020/2/9,1,10
Macau,9,2020/2/10,1,10
Macau,9,2020/2/11,1,10
Macau,8,2020/2/12,2,10
Macau,7,2020/2/13,3,10
Macau,7,2020/2/14,3,10
Macau,7,2020/2/15,3,10
Macau,5,2020/2/16,5,10
Macau,5,2020/2/17,5,10
Macau,5,2020/2/18,5,10
Macau,5,2020/2/19,5,10
Macau,4,2020/2/20,6,10
Macau,4,2020/2/21,6,10
Macau,4,2020/2/22,6,10
Macau,4,2020/2/23,6,10
Macau,4,2020/2/24,6,10
Macau,3,2020/2/25,7,10
Macau,3,2020/2/26,7,10
Macau,2,2020/2/27,8,10
Macau,2,2020/2/28,8,10
Macau,2,2020/2/29,8,10
Macau,2,2020/3/1,8,10
Macau,2,2020/3/2,8,10
Macau,1,2020/3/3,9,10
Macau,1,2020/3/4,9,10
Macau,1,2020/3/5,9,10
Macau,0,2020/3/6,10,10
Macau,0,2020/3/7,10,10
Macau,0,2020/3/8,10,10
Macau,0,2020/3/9,10,10
Macau,0,2020/3/10,10,10
Macau,0,2020/3/11,10,10
Macau,0,2020/3/12,10,10
Macau,0,2020/3/13,10,10
Macau,0,2020/3/14,10,10
Macau,0,2020/3/15,10,10
Macau,1,2020/3/16,10,11
Macau,2,2020/3/17,10,12
Macau,5,2020/3/18,10,15
Macau,7,2020/3/19,10,17
Macau,7,2020/3/20,10,17
Macau,8,2020/3/21,10,18
Macau,14,2020/3/22,10,24
Macau,14,2020/3/23,10,24
Macau,15,2020/3/24,10,25
Macau,20,2020/3/25,10,30
Macau,21,2020/3/26,10,31
Macau,23,2020/3/27,10,33
Macau,27,2020/3/28,10,37
Macau,27,2020/3/29,10,37
Macau,28,2020/3/30,10,38
Macau,31,2020/3/31,10,41
Macau,31,2020/4/1,10,41
Macau,31,2020/4/2,10,41
Macau,33,2020/4/3,10,43
Macau,33,2020/4/4,10,43
Macau,34,2020/4/5,10,44
Macau,34,2020/4/6,10,44
Macau,34,2020/4/7,10,44
Macau,35,2020/4/8,10,45
Macau,35,2020/4/9,10,45
Macau,35,2020/4/10,10,45
Macau,35,2020/4/11,10,45
Macau,32,2020/4/12,13,45
Macau,32,2020/4/13,13,45
Macau,32,2020/4/14,13,45
Macau,29,2020/4/15,16,45
Macau,29,2020/4/16,16,45
Macau,29,2020/4/17,16,45
Macau,28,2020/4/18,17,45
Macau,25,2020/4/19,20,45
Macau,23,2020/4/20,22,45
Macau,21,2020/4/21,24,45
Ningxia,1,2020/1/22,0,1
Ningxia,1,2020/1/23,0,1
Ningxia,2,2020/1/24,0,2
Ningxia,3,2020/1/25,0,3
Ningxia,4,2020/1/26,0,4
Ningxia,7,2020/1/27,0,7
Ningxia,11,2020/1/28,0,11
Ningxia,12,2020/1/29,0,12
Ningxia,17,2020/1/30,0,17
Ningxia,21,2020/1/31,0,21
Ningxia,26,2020/2/1,0,26
Ningxia,28,2020/2/2,0,28
Ningxia,30,2020/2/3,1,31
Ningxia,33,2020/2/4,1,34
Ningxia,33,2020/2/5,1,34
Ningxia,39,2020/2/6,1,40
Ningxia,38,2020/2/7,5,43
Ningxia,30,2020/2/8,15,45
Ningxia,32,2020/2/9,13,45
Ningxia,36,2020/2/10,13,49
Ningxia,31,2020/2/11,22,53
Ningxia,34,2020/2/12,24,58
Ningxia,40,2020/2/13,24,64
Ningxia,43,2020/2/14,24,67
Ningxia,37,2020/2/15,33,70
Ningxia,37,2020/2/16,33,70
Ningxia,35,2020/2/17,35,70
Ningxia,28,2020/2/18,42,70
Ningxia,29,2020/2/19,42,71
Ningxia,27,2020/2/20,44,71
Ningxia,23,2020/2/21,48,71
Ningxia,23,2020/2/22,48,71
Ningxia,15,2020/2/23,56,71
Ningxia,13,2020/2/24,58,71
Ningxia,10,2020/2/25,61,71
Ningxia,6,2020/2/26,65,71
Ningxia,4,2020/2/27,68,72
Ningxia,4,2020/2/28,68,72
Ningxia,4,2020/2/29,69,73
Ningxia,4,2020/3/1,69,73
Ningxia,5,2020/3/2,69,74
Ningxia,5,2020/3/3,69,74
Ningxia,6,2020/3/4,69,75
Ningxia,6,2020/3/5,69,75
Ningxia,4,2020/3/6,71,75
Ningxia,4,2020/3/7,71,75
Ningxia,4,2020/3/8,71,75
Ningxia,4,2020/3/9,71,75
Ningxia,4,2020/3/10,71,75
Ningxia,3,2020/3/11,72,75
Ningxia,3,2020/3/12,72,75
Ningxia,3,2020/3/13,72,75
Ningxia,2,2020/3/14,73,75
Ningxia,2,2020/3/15,73,75
Ningxia,0,2020/3/16,75,75
Ningxia,0,2020/3/17,75,75
Ningxia,0,2020/3/18,75,75
Ningxia,0,2020/3/19,75,75
Ningxia,0,2020/3/20,75,75
Ningxia,0,2020/3/21,75,75
Ningxia,0,2020/3/22,75,75
Ningxia,0,2020/3/23,75,75
Ningxia,0,2020/3/24,75,75
Ningxia,0,2020/3/25,75,75
Ningxia,0,2020/3/26,75,75
Ningxia,0,2020/3/27,75,75
Ningxia,0,2020/3/28,75,75
Ningxia,0,2020/3/29,75,75
Ningxia,0,2020/3/30,75,75
Ningxia,0,2020/3/31,75,75
Ningxia,0,2020/4/1,75,75
Ningxia,0,2020/4/2,75,75
Ningxia,0,2020/4/3,75,75
Ningxia,0,2020/4/4,75,75
Ningxia,0,2020/4/5,75,75
Ningxia,0,2020/4/6,75,75
Ningxia,0,2020/4/7,75,75
Ningxia,0,2020/4/8,75,75
Ningxia,0,2020/4/9,75,75
Ningxia,0,2020/4/10,75,75
Ningxia,0,2020/4/11,75,75
Ningxia,0,2020/4/12,75,75
Ningxia,0,2020/4/13,75,75
Ningxia,0,2020/4/14,75,75
Ningxia,0,2020/4/15,75,75
Ningxia,0,2020/4/16,75,75
Ningxia,0,2020/4/17,75,75
Ningxia,0,2020/4/18,75,75
Ningxia,0,2020/4/19,75,75
Ningxia,0,2020/4/20,75,75
Ningxia,0,2020/4/21,75,75
Qinghai,0,2020/1/22,0,0
Qinghai,0,2020/1/23,0,0
Qinghai,0,2020/1/24,0,0
Qinghai,1,2020/1/25,0,1
Qinghai,1,2020/1/26,0,1
Qinghai,6,2020/1/27,0,6
Qinghai,6,2020/1/28,0,6
Qinghai,6,2020/1/29,0,6
Qinghai,8,2020/1/30,0,8
Qinghai,8,2020/1/31,0,8
Qinghai,9,2020/2/1,0,9
Qinghai,11,2020/2/2,0,11
Qinghai,13,2020/2/3,0,13
Qinghai,15,2020/2/4,0,15
Qinghai,14,2020/2/5,3,17
Qinghai,15,2020/2/6,3,18
Qinghai,15,2020/2/7,3,18
Qinghai,15,2020/2/8,3,18
Qinghai,15,2020/2/9,3,18
Qinghai,15,2020/2/10,3,18
Qinghai,13,2020/2/11,5,18
Qinghai,9,2020/2/12,9,18
Qinghai,7,2020/2/13,11,18
Qinghai,7,2020/2/14,11,18
Qinghai,5,2020/2/15,13,18
Qinghai,5,2020/2/16,13,18
Qinghai,5,2020/2/17,13,18
Qinghai,3,2020/2/18,15,18
Qinghai,2,2020/2/19,16,18
Qinghai,2,2020/2/20,16,18
Qinghai,0,2020/2/21,18,18
Qinghai,0,2020/2/22,18,18
Qinghai,0,2020/2/23,18,18
Qinghai,0,2020/2/24,18,18
Qinghai,0,2020/2/25,18,18
Qinghai,0,2020/2/26,18,18
Qinghai,0,2020/2/27,18,18
Qinghai,0,2020/2/28,18,18
Qinghai,0,2020/2/29,18,18
Qinghai,0,2020/3/1,18,18
Qinghai,0,2020/3/2,18,18
Qinghai,0,2020/3/3,18,18
Qinghai,0,2020/3/4,18,18
Qinghai,0,2020/3/5,18,18
Qinghai,0,2020/3/6,18,18
Qinghai,0,2020/3/7,18,18
Qinghai,0,2020/3/8,18,18
Qinghai,0,2020/3/9,18,18
Qinghai,0,2020/3/10,18,18
Qinghai,0,2020/3/11,18,18
Qinghai,0,2020/3/12,18,18
Qinghai,0,2020/3/13,18,18
Qinghai,0,2020/3/14,18,18
Qinghai,0,2020/3/15,18,18
Qinghai,0,2020/3/16,18,18
Qinghai,0,2020/3/17,18,18
Qinghai,0,2020/3/18,18,18
Qinghai,0,2020/3/19,18,18
Qinghai,0,2020/3/20,18,18
Qinghai,0,2020/3/21,18,18
Qinghai,0,2020/3/22,18,18
Qinghai,0,2020/3/23,18,18
Qinghai,0,2020/3/24,18,18
Qinghai,0,2020/3/25,18,18
Qinghai,0,2020/3/26,18,18
Qinghai,0,2020/3/27,18,18
Qinghai,0,2020/3/28,18,18
Qinghai,0,2020/3/29,18,18
Qinghai,0,2020/3/30,18,18
Qinghai,0,2020/3/31,18,18
Qinghai,0,2020/4/1,18,18
Qinghai,0,2020/4/2,18,18
Qinghai,0,2020/4/3,18,18
Qinghai,0,2020/4/4,18,18
Qinghai,0,2020/4/5,18,18
Qinghai,0,2020/4/6,18,18
Qinghai,0,2020/4/7,18,18
Qinghai,0,2020/4/8,18,18
Qinghai,0,2020/4/9,18,18
Qinghai,0,2020/4/10,18,18
Qinghai,0,2020/4/11,18,18
Qinghai,0,2020/4/12,18,18
Qinghai,0,2020/4/13,18,18
Qinghai,0,2020/4/14,18,18
Qinghai,0,2020/4/15,18,18
Qinghai,0,2020/4/16,18,18
Qinghai,0,2020/4/17,18,18
Qinghai,0,2020/4/18,18,18
Qinghai,0,2020/4/19,18,18
Qinghai,0,2020/4/20,18,18
Qinghai,0,2020/4/21,18,18
Shaanxi,0,2020/1/22,0,0
Shaanxi,3,2020/1/23,0,3
Shaanxi,5,2020/1/24,0,5
Shaanxi,15,2020/1/25,0,15
Shaanxi,22,2020/1/26,0,22
Shaanxi,35,2020/1/27,0,35
Shaanxi,46,2020/1/28,0,46
Shaanxi,56,2020/1/29,0,56
Shaanxi,63,2020/1/30,0,63
Shaanxi,87,2020/1/31,0,87
Shaanxi,101,2020/2/1,0,101
Shaanxi,116,2020/2/2,0,116
Shaanxi,128,2020/2/3,0,128
Shaanxi,140,2020/2/4,2,142
Shaanxi,159,2020/2/5,6,165
Shaanxi,164,2020/2/6,9,173
Shaanxi,167,2020/2/7,17,184
Shaanxi,175,2020/2/8,20,195
Shaanxi,183,2020/2/9,25,208
Shaanxi,183,2020/2/10,30,213
Shaanxi,187,2020/2/11,32,219
Shaanxi,182,2020/2/12,43,225
Shaanxi,183,2020/2/13,46,229
Shaanxi,176,2020/2/14,54,230
Shaanxi,172,2020/2/15,60,232
Shaanxi,165,2020/2/16,71,236
Shaanxi,161,2020/2/17,79,240
Shaanxi,151,2020/2/18,89,240
Shaanxi,140,2020/2/19,102,242
Shaanxi,127,2020/2/20,118,245
Shaanxi,111,2020/2/21,134,245
Shaanxi,96,2020/2/22,149,245
Shaanxi,82,2020/2/23,163,245
Shaanxi,72,2020/2/24,173,245
Shaanxi,59,2020/2/25,186,245
Shaanxi,53,2020/2/26,192,245
Shaanxi,50,2020/2/27,195,245
Shaanxi,46,2020/2/28,199,245
Shaanxi,38,2020/2/29,207,245
Shaanxi,37,2020/3/1,208,245
Shaanxi,29,2020/3/2,216,245
Shaanxi,29,2020/3/3,216,245
Shaanxi,22,2020/3/4,223,245
Shaanxi,21,2020/3/5,224,245
Shaanxi,19,2020/3/6,226,245
Shaanxi,19,2020/3/7,226,245
Shaanxi,18,2020/3/8,227,245
Shaanxi,18,2020/3/9,227,245
Shaanxi,18,2020/3/10,227,245
Shaanxi,13,2020/3/11,232,245
Shaanxi,13,2020/3/12,232,245
Shaanxi,13,2020/3/13,232,245
Shaanxi,13,2020/3/14,232,245
Shaanxi,13,2020/3/15,232,245
Shaanxi,12,2020/3/16,233,245
Shaanxi,10,2020/3/17,236,246
Shaanxi,9,2020/3/18,237,246
Shaanxi,9,2020/3/19,237,246
Shaanxi,10,2020/3/20,237,247
Shaanxi,9,2020/3/21,239,248
Shaanxi,9,2020/3/22,239,248
Shaanxi,9,2020/3/23,239,248
Shaanxi,9,2020/3/24,240,249
Shaanxi,10,2020/3/25,240,250
Shaanxi,11,2020/3/26,242,253
Shaanxi,11,2020/3/27,242,253
Shaanxi,11,2020/3/28,242,253
Shaanxi,11,2020/3/29,242,253
Shaanxi,11,2020/3/30,242,253
Shaanxi,11,2020/3/31,242,253
Shaanxi,13,2020/4/1,242,255
Shaanxi,13,2020/4/2,242,255
Shaanxi,11,2020/4/3,244,255
Shaanxi,11,2020/4/4,245,256
Shaanxi,11,2020/4/5,245,256
Shaanxi,10,2020/4/6,246,256
Shaanxi,10,2020/4/7,246,256
Shaanxi,10,2020/4/8,246,256
Shaanxi,10,2020/4/9,246,256
Shaanxi,10,2020/4/10,246,256
Shaanxi,8,2020/4/11,248,256
Shaanxi,8,2020/4/12,248,256
Shaanxi,8,2020/4/13,248,256
Shaanxi,8,2020/4/14,248,256
Shaanxi,5,2020/4/15,251,256
Shaanxi,5,2020/4/16,251,256
Shaanxi,4,2020/4/17,252,256
Shaanxi,4,2020/4/18,252,256
Shaanxi,4,2020/4/19,252,256
Shaanxi,4,2020/4/20,252,256
Shaanxi,24,2020/4/21,253,277
Shandong,2,2020/1/22,0,2
Shandong,6,2020/1/23,0,6
Shandong,15,2020/1/24,0,15
Shandong,27,2020/1/25,0,27
Shandong,46,2020/1/26,0,46
Shandong,75,2020/1/27,0,75
Shandong,95,2020/1/28,0,95
Shandong,129,2020/1/29,1,130
Shandong,157,2020/1/30,1,158
Shandong,182,2020/1/31,2,184
Shandong,203,2020/2/1,3,206
Shandong,224,2020/2/2,6,230
Shandong,252,2020/2/3,7,259
Shandong,264,2020/2/4,11,275
Shandong,292,2020/2/5,15,307
Shandong,320,2020/2/6,27,347
Shandong,349,2020/2/7,37,386
Shandong,372,2020/2/8,44,416
Shandong,381,2020/2/9,63,444
Shandong,400,2020/2/10,66,466
Shandong,407,2020/2/11,80,487
Shandong,405,2020/2/12,92,497
Shandong,404,2020/2/13,105,509
Shandong,387,2020/2/14,136,523
Shandong,376,2020/2/15,156,532
Shandong,364,2020/2/16,173,537
Shandong,350,2020/2/17,191,541
Shandong,332,2020/2/18,211,543
Shandong,313,2020/2/19,231,544
Shandong,292,2020/2/20,254,546
Shandong,468,2020/2/21,281,749
Shandong,448,2020/2/22,302,750
Shandong,433,2020/2/23,321,754
Shandong,412,2020/2/24,343,755
Shandong,401,2020/2/25,355,756
Shandong,379,2020/2/26,377,756
Shandong,369,2020/2/27,387,756
Shandong,351,2020/2/28,405,756
Shandong,335,2020/2/29,421,756
Shandong,315,2020/3/1,443,758
Shandong,298,2020/3/2,460,758
Shandong,247,2020/3/3,511,758
Shandong,242,2020/3/4,516,758
Shandong,180,2020/3/5,578,758
Shandong,140,2020/3/6,618,758
Shandong,131,2020/3/7,627,758
Shandong,116,2020/3/8,642,758
Shandong,58,2020/3/9,700,758
Shandong,39,2020/3/10,719,758
Shandong,34,2020/3/11,726,760
Shandong,26,2020/3/12,734,760
Shandong,21,2020/3/13,739,760
Shandong,19,2020/3/14,741,760
Shandong,19,2020/3/15,741,760
Shandong,14,2020/3/16,746,760
Shandong,15,2020/3/17,746,761
Shandong,15,2020/3/18,746,761
Shandong,14,2020/3/19,747,761
Shandong,14,2020/3/20,748,762
Shandong,15,2020/3/21,749,764
Shandong,17,2020/3/22,750,767
Shandong,17,2020/3/23,751,768
Shandong,16,2020/3/24,752,768
Shandong,17,2020/3/25,752,769
Shandong,19,2020/3/26,752,771
Shandong,20,2020/3/27,752,772
Shandong,20,2020/3/28,752,772
Shandong,20,2020/3/29,752,772
Shandong,20,2020/3/30,753,773
Shandong,21,2020/3/31,753,774
Shandong,21,2020/4/1,753,774
Shandong,22,2020/4/2,753,775
Shandong,24,2020/4/3,754,778
Shandong,23,2020/4/4,755,778
Shandong,24,2020/4/5,755,779
Shandong,25,2020/4/6,755,780
Shandong,26,2020/4/7,755,781
Shandong,28,2020/4/8,755,783
Shandong,27,2020/4/9,756,783
Shandong,27,2020/4/10,756,783
Shandong,27,2020/4/11,757,784
Shandong,27,2020/4/12,757,784
Shandong,26,2020/4/13,758,784
Shandong,25,2020/4/14,759,784
Shandong,23,2020/4/15,761,784
Shandong,23,2020/4/16,761,784
Shandong,26,2020/4/17,761,787
Shandong,22,2020/4/18,765,787
Shandong,22,2020/4/19,765,787
Shandong,22,2020/4/20,765,787
Shandong,22,2020/4/21,765,787
Shanghai,9,2020/1/22,0,9
Shanghai,16,2020/1/23,0,16
Shanghai,19,2020/1/24,1,20
Shanghai,32,2020/1/25,1,33
Shanghai,39,2020/1/26,1,40
Shanghai,50,2020/1/27,3,53
Shanghai,62,2020/1/28,4,66
Shanghai,91,2020/1/29,5,96
Shanghai,107,2020/1/30,5,112
Shanghai,126,2020/1/31,9,135
Shanghai,159,2020/2/1,10,169
Shanghai,172,2020/2/2,10,182
Shanghai,193,2020/2/3,10,203
Shanghai,207,2020/2/4,12,219
Shanghai,228,2020/2/5,15,243
Shanghai,232,2020/2/6,25,257
Shanghai,247,2020/2/7,30,277
Shanghai,245,2020/2/8,41,286
Shanghai,249,2020/2/9,44,293
Shanghai,251,2020/2/10,48,299
Shanghai,251,2020/2/11,52,303
Shanghai,254,2020/2/12,57,311
Shanghai,253,2020/2/13,62,315
Shanghai,228,2020/2/14,90,318
Shanghai,202,2020/2/15,124,326
